,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
12478,41,entrepreneur,single,primary,no,7264,no,yes,unknown,1,jul,125,3,-1,0,unknown,no
38342,30,services,single,secondary,no,-100,yes,yes,cellular,15,may,292,1,-1,0,unknown,no
42124,44,technician,married,tertiary,no,1818,yes,yes,cellular,3,nov,88,2,83,2,failure,no
32355,20,student,single,secondary,no,1681,no,no,telephone,16,apr,130,1,-1,0,unknown,no
39450,32,admin.,married,secondary,no,31,no,no,cellular,25,may,101,1,-1,0,unknown,no
39083,28,technician,single,tertiary,no,1080,yes,no,cellular,18,may,192,1,-1,0,unknown,no
30161,32,unemployed,married,secondary,no,2400,yes,yes,cellular,5,feb,450,3,-1,0,unknown,no
12813,39,admin.,married,secondary,no,2319,no,no,cellular,7,jul,84,1,-1,0,unknown,no
25696,41,management,married,tertiary,no,36,no,no,cellular,19,nov,388,3,-1,0,unknown,no
22839,32,technician,single,secondary,no,309,yes,yes,cellular,25,aug,99,3,-1,0,unknown,no
31992,40,services,married,secondary,no,1293,yes,no,cellular,13,apr,128,3,-1,0,unknown,no
4446,31,management,married,tertiary,no,827,no,no,unknown,20,may,38,1,-1,0,unknown,no
2745,55,retired,married,secondary,no,188,no,no,unknown,14,may,139,2,-1,0,unknown,no
30337,29,unemployed,married,tertiary,no,241,no,no,cellular,5,feb,7,5,-1,0,unknown,no
13802,42,blue-collar,divorced,secondary,no,898,yes,no,cellular,10,jul,347,1,-1,0,unknown,no
36998,38,technician,single,tertiary,no,876,yes,no,cellular,13,may,5,7,355,4,failure,no
16566,25,management,single,tertiary,no,137,yes,no,cellular,24,jul,281,3,-1,0,unknown,no
1971,50,blue-collar,divorced,primary,no,31,yes,no,unknown,9,may,237,3,-1,0,unknown,no
14713,31,self-employed,single,secondary,no,0,yes,no,cellular,15,jul,364,2,-1,0,unknown,no
42274,18,student,single,primary,no,608,no,no,cellular,13,nov,210,1,93,1,success,yes
23923,40,technician,married,secondary,no,56,no,no,cellular,29,aug,77,2,-1,0,unknown,no
33616,42,management,divorced,secondary,no,317,yes,no,cellular,20,apr,136,3,-1,0,unknown,no
10128,51,blue-collar,married,primary,no,7080,no,no,unknown,11,jun,26,1,-1,0,unknown,no
8535,27,services,single,secondary,no,3110,yes,no,unknown,3,jun,356,2,-1,0,unknown,no
29847,30,technician,single,tertiary,no,405,yes,no,cellular,4,feb,128,1,274,1,failure,no
19237,48,management,married,tertiary,no,3766,no,no,cellular,6,aug,206,2,-1,0,unknown,no
1019,35,blue-collar,married,primary,no,229,yes,no,unknown,7,may,103,3,-1,0,unknown,no
7253,48,unemployed,married,primary,no,551,yes,no,unknown,29,may,162,2,-1,0,unknown,no
7549,44,unemployed,divorced,primary,no,757,no,no,unknown,30,may,498,4,-1,0,unknown,no
39168,28,blue-collar,married,secondary,no,1072,yes,no,cellular,18,may,630,2,356,4,other,no
36504,54,blue-collar,married,primary,no,0,yes,no,cellular,12,may,77,4,341,2,failure,no
17777,31,admin.,married,secondary,no,0,yes,no,cellular,29,jul,82,5,-1,0,unknown,no
24815,45,technician,married,secondary,no,3944,yes,no,cellular,18,nov,141,1,-1,0,unknown,no
42321,47,management,married,tertiary,no,999,no,no,cellular,16,nov,111,1,94,1,other,no
23019,44,management,married,tertiary,no,1752,no,no,cellular,26,aug,312,2,-1,0,unknown,no
43168,48,technician,married,secondary,no,3519,no,yes,cellular,26,feb,229,1,60,2,failure,no
38106,31,services,single,secondary,no,342,yes,no,cellular,15,may,117,5,366,7,other,no
38880,43,blue-collar,married,secondary,no,95,yes,no,cellular,18,may,296,1,-1,0,unknown,no
26278,30,blue-collar,married,secondary,no,10395,yes,no,cellular,20,nov,121,1,-1,0,unknown,no
35649,41,blue-collar,married,secondary,no,2039,yes,no,cellular,8,may,729,1,-1,0,unknown,yes
6283,34,blue-collar,married,secondary,no,-76,yes,no,unknown,27,may,170,1,-1,0,unknown,no
10019,40,admin.,divorced,secondary,no,90,yes,no,unknown,9,jun,511,5,-1,0,unknown,no
966,49,services,married,secondary,no,1496,yes,no,unknown,7,may,218,4,-1,0,unknown,no
21577,58,management,married,tertiary,no,172,no,no,cellular,19,aug,145,7,-1,0,unknown,no
38183,49,services,divorced,primary,no,400,yes,no,telephone,15,may,64,1,-1,0,unknown,no
19014,59,retired,married,secondary,no,12438,no,no,cellular,5,aug,91,1,-1,0,unknown,no
17880,28,blue-collar,single,primary,no,1199,yes,no,cellular,30,jul,1011,20,-1,0,unknown,no
28398,37,unemployed,married,secondary,no,1152,no,no,cellular,29,jan,222,1,-1,0,unknown,no
16894,35,services,single,secondary,no,11,yes,no,cellular,25,jul,294,1,-1,0,unknown,no
37077,39,blue-collar,married,secondary,no,1419,yes,no,cellular,13,may,9,12,349,1,other,no
26225,31,technician,married,secondary,no,1263,yes,no,cellular,20,nov,364,1,-1,0,unknown,no
15339,59,technician,married,tertiary,no,0,no,no,cellular,18,jul,274,5,-1,0,unknown,no
18217,53,blue-collar,married,secondary,no,2047,no,no,telephone,30,jul,342,6,-1,0,unknown,no
22927,54,blue-collar,married,primary,no,7073,no,no,cellular,26,aug,479,6,-1,0,unknown,no
24280,57,retired,married,secondary,no,1749,no,no,cellular,17,nov,288,2,-1,0,unknown,no
42316,49,technician,divorced,secondary,no,972,no,no,cellular,16,nov,104,3,175,2,failure,no
19,33,services,married,secondary,no,0,yes,no,unknown,5,may,54,1,-1,0,unknown,no
16188,34,blue-collar,married,secondary,no,1650,yes,yes,telephone,22,jul,351,11,-1,0,unknown,no
2251,40,technician,married,secondary,no,2576,yes,yes,unknown,12,may,10,11,-1,0,unknown,no
114,59,retired,divorced,primary,no,81,yes,no,unknown,5,may,107,1,-1,0,unknown,no
16646,48,services,married,secondary,no,0,no,no,telephone,24,jul,154,1,-1,0,unknown,no
2399,24,blue-collar,single,secondary,no,-10,yes,no,unknown,13,may,106,1,-1,0,unknown,no
40822,21,unemployed,single,secondary,no,280,no,no,cellular,11,aug,280,2,-1,0,unknown,no
38260,27,technician,single,tertiary,no,808,yes,no,cellular,15,may,578,1,364,1,other,no
40691,59,housemaid,married,secondary,no,0,no,no,telephone,7,aug,107,2,63,1,failure,no
36318,56,retired,married,secondary,no,102,yes,no,telephone,11,may,267,1,369,1,failure,no
32082,56,technician,married,secondary,no,3931,no,no,cellular,14,apr,115,1,-1,0,unknown,no
20009,35,management,married,tertiary,no,2957,yes,yes,cellular,8,aug,733,3,-1,0,unknown,yes
27296,56,retired,married,secondary,yes,-1122,yes,yes,cellular,21,nov,220,1,-1,0,unknown,no
711,40,blue-collar,divorced,secondary,no,0,yes,no,unknown,6,may,121,2,-1,0,unknown,no
22766,55,management,divorced,tertiary,no,407,yes,yes,cellular,25,aug,65,8,-1,0,unknown,no
40862,32,technician,married,secondary,no,484,yes,no,cellular,12,aug,668,2,463,1,success,yes
7428,29,blue-collar,single,secondary,no,-125,yes,no,unknown,29,may,198,3,-1,0,unknown,no
4431,35,blue-collar,married,primary,no,102,yes,no,unknown,20,may,1334,1,-1,0,unknown,yes
27253,30,services,single,secondary,no,190,no,no,cellular,21,nov,312,1,-1,0,unknown,no
30765,46,unemployed,divorced,secondary,yes,22,no,no,cellular,6,feb,8,10,-1,0,unknown,no
45157,52,technician,married,tertiary,no,0,no,no,cellular,9,nov,467,3,92,7,failure,yes
7171,46,blue-collar,married,secondary,no,176,no,no,unknown,29,may,131,1,-1,0,unknown,no
40447,26,self-employed,single,tertiary,no,2857,no,no,cellular,3,jul,446,1,-1,0,unknown,yes
8982,39,admin.,married,secondary,no,835,yes,no,unknown,5,jun,135,1,-1,0,unknown,no
2913,47,blue-collar,married,primary,no,502,yes,no,unknown,14,may,28,2,-1,0,unknown,no
7165,42,blue-collar,married,secondary,no,-972,yes,no,unknown,29,may,146,1,-1,0,unknown,no
17570,57,admin.,divorced,secondary,no,3100,no,yes,cellular,29,jul,165,2,-1,0,unknown,no
2887,46,blue-collar,married,secondary,no,1733,yes,no,unknown,14,may,546,1,-1,0,unknown,no
3399,32,blue-collar,married,secondary,no,231,yes,no,unknown,15,may,51,10,-1,0,unknown,no
39046,29,blue-collar,single,secondary,no,391,yes,no,cellular,18,may,166,1,-1,0,unknown,no
7917,42,blue-collar,married,secondary,no,1307,yes,no,unknown,30,may,135,3,-1,0,unknown,no
12084,54,entrepreneur,married,unknown,no,1021,no,no,unknown,20,jun,13,7,-1,0,unknown,no
24724,58,services,married,secondary,no,2479,yes,no,telephone,17,nov,292,1,-1,0,unknown,no
3429,46,blue-collar,married,primary,no,252,yes,no,unknown,15,may,570,2,-1,0,unknown,no
3,47,blue-collar,married,unknown,no,1506,yes,no,unknown,5,may,92,1,-1,0,unknown,no
42310,54,technician,married,secondary,no,0,no,no,telephone,16,nov,986,1,94,8,failure,no
18836,36,management,married,tertiary,no,0,no,yes,cellular,4,aug,89,1,-1,0,unknown,no
26889,35,management,married,tertiary,no,656,yes,yes,cellular,21,nov,83,4,-1,0,unknown,no
5121,38,admin.,married,secondary,no,3732,yes,no,unknown,21,may,379,2,-1,0,unknown,no
39773,45,blue-collar,married,secondary,no,1723,no,no,cellular,1,jun,166,2,-1,0,unknown,yes
32503,42,services,married,secondary,no,798,no,no,cellular,17,apr,80,1,338,1,other,no
15609,28,technician,married,tertiary,no,739,yes,no,cellular,21,jul,316,1,-1,0,unknown,no
31598,46,services,divorced,secondary,no,350,yes,no,cellular,3,apr,230,1,-1,0,unknown,no
41711,33,management,single,tertiary,no,5437,no,no,cellular,7,oct,201,1,58,3,failure,yes
31878,51,blue-collar,divorced,primary,no,155,yes,yes,cellular,9,apr,220,1,142,1,failure,no
42878,54,admin.,divorced,secondary,no,0,yes,yes,cellular,4,feb,330,1,182,3,success,no
23267,52,technician,married,secondary,no,1697,no,yes,cellular,27,aug,549,4,-1,0,unknown,no
5330,36,admin.,married,secondary,no,-118,yes,yes,unknown,23,may,263,2,-1,0,unknown,no
31095,60,housemaid,divorced,secondary,no,2063,no,no,cellular,17,feb,73,2,-1,0,unknown,no
9637,60,technician,married,secondary,no,0,yes,no,unknown,6,jun,280,3,-1,0,unknown,no
15091,55,management,single,tertiary,no,6507,yes,yes,cellular,17,jul,109,1,-1,0,unknown,no
28602,33,services,married,secondary,no,554,yes,no,cellular,29,jan,162,2,258,1,other,no
15220,42,blue-collar,divorced,primary,no,301,yes,no,cellular,17,jul,1175,2,-1,0,unknown,yes
6145,45,technician,married,unknown,no,473,yes,no,unknown,27,may,147,1,-1,0,unknown,no
27474,42,admin.,divorced,secondary,no,-67,no,no,cellular,21,nov,137,2,-1,0,unknown,no
10386,55,blue-collar,married,primary,no,472,no,no,unknown,12,jun,80,2,-1,0,unknown,no
2672,44,self-employed,married,secondary,no,264,yes,no,unknown,13,may,198,2,-1,0,unknown,no
41042,21,student,single,secondary,no,6844,no,no,cellular,14,aug,126,3,127,7,other,no
44834,37,management,married,tertiary,no,257,no,no,unknown,20,sep,11,1,-1,0,unknown,no
26809,37,blue-collar,single,secondary,no,3572,yes,yes,cellular,20,nov,341,2,-1,0,unknown,no
6965,42,blue-collar,married,secondary,no,1134,yes,no,unknown,28,may,424,3,-1,0,unknown,no
11806,36,self-employed,single,tertiary,no,977,no,no,unknown,20,jun,172,2,-1,0,unknown,no
13332,27,services,single,secondary,no,-151,no,no,cellular,8,jul,283,2,-1,0,unknown,no
8795,25,management,single,tertiary,no,493,yes,no,unknown,4,jun,301,1,-1,0,unknown,no
31949,43,blue-collar,married,primary,no,2901,yes,no,cellular,13,apr,179,4,-1,0,unknown,no
44277,25,student,married,secondary,no,37,no,no,unknown,24,jul,11,1,-1,0,unknown,no
31539,40,services,married,secondary,no,879,yes,yes,cellular,2,apr,349,3,-1,0,unknown,no
38473,38,entrepreneur,married,tertiary,no,2069,yes,no,cellular,15,may,358,7,-1,0,unknown,no
32713,39,self-employed,married,tertiary,no,-3058,yes,yes,cellular,17,apr,882,3,-1,0,unknown,yes
39519,35,technician,single,secondary,no,27,yes,no,cellular,25,may,214,1,305,1,other,yes
33973,29,management,married,secondary,no,231,no,no,cellular,30,apr,80,1,-1,0,unknown,no
36544,43,blue-collar,married,primary,no,238,yes,yes,cellular,12,may,178,1,-1,0,unknown,no
35108,36,blue-collar,married,secondary,no,777,yes,no,cellular,6,may,185,3,-1,0,unknown,no
16530,32,housemaid,single,tertiary,no,93,no,no,cellular,23,jul,495,2,-1,0,unknown,no
4648,32,blue-collar,married,secondary,no,2366,yes,no,unknown,20,may,127,2,-1,0,unknown,no
28567,36,entrepreneur,married,secondary,no,0,yes,no,cellular,29,jan,344,3,-1,0,unknown,no
45023,41,management,divorced,tertiary,no,3355,no,no,cellular,14,oct,181,2,500,1,failure,no
42150,69,technician,married,tertiary,no,482,no,no,cellular,4,nov,101,1,-1,0,unknown,no
27586,34,technician,divorced,secondary,no,44,yes,yes,cellular,21,nov,244,2,-1,0,unknown,no
16750,37,blue-collar,married,secondary,no,-59,yes,yes,cellular,24,jul,56,1,-1,0,unknown,no
22362,46,blue-collar,married,primary,no,0,no,no,cellular,22,aug,65,2,-1,0,unknown,no
30281,34,services,married,secondary,no,87,no,no,cellular,5,feb,33,1,-1,0,unknown,no
23471,34,self-employed,married,tertiary,no,0,no,no,cellular,28,aug,730,11,-1,0,unknown,yes
9001,46,technician,married,secondary,no,488,no,no,unknown,5,jun,92,1,-1,0,unknown,no
15113,39,management,married,tertiary,no,0,yes,yes,cellular,17,jul,301,1,-1,0,unknown,no
1180,27,services,divorced,secondary,no,96,yes,no,unknown,8,may,31,1,-1,0,unknown,no
23384,53,technician,divorced,secondary,no,28,no,no,cellular,27,aug,293,9,-1,0,unknown,no
38150,40,technician,single,secondary,no,398,yes,no,cellular,15,may,642,1,-1,0,unknown,no
44033,45,technician,married,tertiary,no,2699,yes,no,cellular,29,jun,264,4,-1,0,unknown,no
3934,49,unemployed,divorced,secondary,no,495,yes,no,unknown,16,may,40,5,-1,0,unknown,no
24771,31,admin.,single,secondary,no,19,yes,no,cellular,18,nov,1978,1,-1,0,unknown,yes
17275,31,self-employed,married,tertiary,no,170,no,yes,cellular,28,jul,98,16,-1,0,unknown,no
19655,61,housemaid,married,tertiary,no,746,no,no,cellular,7,aug,108,4,-1,0,unknown,no
28073,44,management,married,tertiary,no,0,no,no,cellular,28,jan,320,2,-1,0,unknown,no
13486,34,admin.,married,secondary,no,0,yes,yes,cellular,9,jul,127,1,-1,0,unknown,no
7571,35,entrepreneur,married,tertiary,no,512,yes,no,unknown,30,may,659,1,-1,0,unknown,no
10669,50,management,married,tertiary,no,3191,no,no,unknown,16,jun,535,2,-1,0,unknown,no
24590,43,housemaid,married,primary,no,0,no,yes,cellular,17,nov,836,1,129,2,failure,no
12794,56,management,married,primary,no,21,no,no,cellular,7,jul,118,1,-1,0,unknown,no
31281,44,management,single,tertiary,no,483,no,no,cellular,6,mar,207,2,199,6,success,yes
10821,36,self-employed,single,secondary,no,652,no,no,unknown,17,jun,187,1,-1,0,unknown,no
37890,34,blue-collar,married,primary,no,109,yes,no,cellular,14,may,685,2,-1,0,unknown,no
4331,46,technician,divorced,unknown,no,103,no,no,unknown,19,may,158,5,-1,0,unknown,no
33107,31,blue-collar,single,primary,no,2488,yes,no,cellular,20,apr,14,1,-1,0,unknown,no
11474,47,admin.,married,unknown,no,989,no,no,unknown,19,jun,116,1,-1,0,unknown,no
29052,39,technician,single,secondary,no,614,yes,no,cellular,2,feb,166,1,258,1,failure,no
11089,46,blue-collar,married,primary,no,-1,no,no,unknown,18,jun,35,3,-1,0,unknown,no
38179,25,blue-collar,single,secondary,no,543,yes,no,cellular,15,may,302,1,-1,0,unknown,no
1324,33,services,married,secondary,no,804,yes,yes,unknown,8,may,266,1,-1,0,unknown,no
14024,59,management,married,tertiary,no,0,yes,no,telephone,11,jul,189,1,-1,0,unknown,no
12271,60,management,married,unknown,no,1046,yes,no,unknown,24,jun,32,3,-1,0,unknown,no
2471,59,retired,married,secondary,no,2376,no,no,unknown,13,may,766,1,-1,0,unknown,no
23703,37,self-employed,married,tertiary,no,552,no,no,cellular,28,aug,379,1,-1,0,unknown,no
18239,35,technician,married,secondary,yes,-1322,yes,no,cellular,30,jul,105,11,-1,0,unknown,no
7883,54,blue-collar,married,primary,no,-636,yes,no,unknown,30,may,324,3,-1,0,unknown,no
9249,56,management,married,primary,no,0,no,no,unknown,5,jun,153,2,-1,0,unknown,no
10050,41,services,married,secondary,no,0,yes,no,unknown,11,jun,62,9,-1,0,unknown,no
9260,35,admin.,single,secondary,no,2452,yes,no,unknown,5,jun,91,2,-1,0,unknown,no
9130,61,housemaid,married,unknown,no,0,no,no,unknown,5,jun,118,1,-1,0,unknown,no
1018,52,entrepreneur,divorced,primary,no,278,yes,no,unknown,7,may,688,2,-1,0,unknown,no
39254,29,management,divorced,tertiary,no,559,yes,no,cellular,18,may,6,4,-1,0,unknown,no
27628,35,technician,single,secondary,no,1183,yes,no,cellular,21,nov,21,3,185,2,failure,no
21972,60,retired,married,secondary,no,208,no,no,cellular,20,aug,70,4,-1,0,unknown,no
19367,48,blue-collar,married,secondary,no,2054,yes,no,cellular,6,aug,127,2,-1,0,unknown,no
37908,35,blue-collar,single,primary,no,246,no,no,cellular,14,may,157,2,345,5,failure,no
17454,33,management,married,tertiary,no,1206,yes,no,cellular,28,jul,72,6,-1,0,unknown,no
34434,29,management,single,tertiary,no,1514,yes,no,telephone,5,may,363,1,333,7,other,no
20065,61,housemaid,married,primary,no,368,no,no,cellular,8,aug,62,3,-1,0,unknown,no
24190,54,admin.,married,secondary,no,4028,yes,no,cellular,17,nov,146,1,-1,0,unknown,no
4941,54,management,divorced,tertiary,no,487,yes,no,unknown,21,may,828,4,-1,0,unknown,yes
27021,50,admin.,married,secondary,no,4117,no,no,cellular,21,nov,530,1,-1,0,unknown,yes
41773,39,technician,divorced,secondary,no,385,no,no,cellular,13,oct,242,1,48,2,failure,yes
4231,48,blue-collar,married,secondary,no,841,yes,no,unknown,19,may,215,1,-1,0,unknown,no
120,56,technician,divorced,unknown,no,56,yes,no,unknown,5,may,439,1,-1,0,unknown,no
4163,49,technician,married,secondary,no,2718,no,no,unknown,19,may,114,2,-1,0,unknown,no
22840,53,technician,single,secondary,no,925,no,no,cellular,25,aug,930,3,-1,0,unknown,yes
37197,42,blue-collar,single,secondary,no,382,yes,no,cellular,13,may,294,1,-1,0,unknown,no
25148,34,management,married,tertiary,no,11,yes,no,cellular,18,nov,123,1,124,1,failure,no
9276,29,technician,single,secondary,no,3313,yes,no,unknown,5,jun,18,3,-1,0,unknown,no
11036,58,housemaid,married,primary,no,3957,no,no,unknown,17,jun,76,4,-1,0,unknown,no
36480,31,unemployed,single,secondary,no,-15,yes,no,cellular,12,may,278,2,370,3,other,no
20635,31,management,single,tertiary,no,1289,yes,no,cellular,12,aug,264,3,-1,0,unknown,no
7501,30,services,single,tertiary,no,3516,yes,no,unknown,29,may,447,4,-1,0,unknown,no
37278,34,technician,married,secondary,no,-56,yes,no,cellular,13,may,197,2,-1,0,unknown,no
16135,33,blue-collar,married,secondary,no,-130,yes,no,cellular,22,jul,124,2,-1,0,unknown,no
28565,32,technician,single,secondary,no,337,yes,no,cellular,29,jan,213,2,261,1,other,no
39323,22,services,single,secondary,no,236,yes,no,cellular,18,may,236,2,-1,0,unknown,no
41013,34,management,single,tertiary,no,2279,no,no,cellular,13,aug,284,1,-1,0,unknown,no
37644,36,management,married,tertiary,no,532,yes,no,cellular,14,may,603,1,-1,0,unknown,no
29245,27,blue-collar,married,primary,no,0,no,no,telephone,2,feb,45,1,-1,0,unknown,no
31287,38,management,married,tertiary,no,1101,yes,no,cellular,9,mar,78,2,120,1,failure,no
7584,35,blue-collar,divorced,secondary,no,52,yes,no,unknown,30,may,574,1,-1,0,unknown,no
4215,41,management,married,tertiary,no,4357,yes,no,unknown,19,may,110,1,-1,0,unknown,no
40689,56,management,divorced,tertiary,no,10532,no,no,cellular,7,aug,324,1,-1,0,unknown,yes
21055,31,technician,married,secondary,no,3322,yes,no,cellular,14,aug,421,2,-1,0,unknown,no
44442,57,technician,divorced,secondary,no,470,no,no,cellular,5,aug,480,3,-1,0,unknown,yes
36811,35,services,married,primary,no,764,no,no,cellular,12,may,706,3,-1,0,unknown,no
9945,48,technician,married,secondary,no,5,no,no,unknown,9,jun,65,6,-1,0,unknown,no
42853,52,blue-collar,married,secondary,no,955,no,yes,cellular,3,feb,153,1,48,3,success,yes
40931,50,admin.,married,secondary,no,238,yes,no,cellular,12,aug,216,5,-1,0,unknown,no
37540,28,blue-collar,single,secondary,no,5,yes,no,cellular,14,may,178,2,360,3,failure,no
4423,54,services,married,secondary,no,4482,yes,no,unknown,20,may,97,2,-1,0,unknown,no
26990,33,admin.,married,tertiary,no,-1011,no,no,cellular,21,nov,134,1,-1,0,unknown,no
41178,47,housemaid,divorced,secondary,no,80,no,no,cellular,19,aug,196,2,-1,0,unknown,no
593,48,retired,married,secondary,no,74,no,yes,unknown,6,may,315,1,-1,0,unknown,no
40726,73,retired,divorced,secondary,no,1092,no,no,cellular,7,aug,390,2,-1,0,unknown,no
